,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,Location,NewConfirmedCases,Latitude,Longitude,Population,Weight
10437,14886,,India,2020-02-03,3.0,0.0,India,1.0,22.3511148,78.6677428,1380004385,7.246353786042499e-10
8637,12318,Guadeloupe,France,2020-02-03,0.0,0.0,Guadeloupe France,0.0,16.2490067,-61.5650444,395700,0.0
14637,20878,,Peru,2020-02-03,0.0,0.0,Peru,0.0,-6.8699697,-75.0458515,32971854,0.0
13212,18845,,Morocco,2020-02-03,0.0,0.0,Morocco,0.0,31.1728205,-7.3362482,36910560,0.0
2412,3437,,Bulgaria,2020-02-03,0.0,0.0,Bulgaria,0.0,42.6073975,25.4856617,6948445,0.0
20562,29331,South Carolina,US,2020-02-03,0.0,0.0,South Carolina US,0.0,33.6874388,-80.4363743,5084000,0.0
2112,3009,,Bosnia and Herzegovina,2020-02-03,0.0,0.0,Bosnia and Herzegovina,0.0,44.3053476,17.5961467,3280819,0.0
3237,4614,Newfoundland and Labrador,Canada,2020-02-03,0.0,0.0,Newfoundland and Labrador Canada,0.0,53.8217327,-61.2295532,521542,0.0
3462,4935,Ontario,Canada,2020-02-03,3.0,0.0,Ontario Canada,0.0,50.000678,-86.000977,14570000,0.0
17787,25372,Colorado,US,2020-02-03,0.0,0.0,Colorado US,0.0,38.7251776,-105.6077167,5696000,0.0
6387,9108,Yunnan,China,2020-02-03,117.0,0.0,Yunnan China,12.0,25.0,102.0,45970000,2.6103980857080704e-07
17637,25158,Arkansas,US,2020-02-03,0.0,0.0,Arkansas US,0.0,35.2048883,-92.4479108,301400,0.0
22062,31471,Gibraltar,United Kingdom,2020-02-03,0.0,0.0,Gibraltar United Kingdom,0.0,52.1411551,1.2009453,34571,0.0
21237,30294,West Virginia,US,2020-02-03,0.0,0.0,West Virginia US,0.0,38.4758406,-80.8408415,1806000,0.0
21612,30829,,United Arab Emirates,2020-02-03,5.0,0.0,United Arab Emirates,0.0,24.0002488,53.9994829,9890402,0.0
8487,12104,French Guiana,France,2020-02-03,0.0,0.0,French Guiana France,0.0,4.0039882,-52.999998,290691,0.0
11037,15742,,Japan,2020-02-03,20.0,0.0,Japan,0.0,36.5748441,139.2394179,126476461,0.0
3387,4828,Nova Scotia,Canada,2020-02-03,0.0,0.0,Nova Scotia Canada,0.0,45.1960403,-63.1653789,971395,0.0
6462,9215,Zhejiang,China,2020-02-03,724.0,0.0,Zhejiang China,63.0,29.0000001,119.9999999,57370000,1.098134913717971e-06
13137,18738,,Montenegro,2020-02-03,0.0,0.0,Montenegro,0.0,42.9868853,19.5180992,628066,0.0
8562,12211,French Polynesia,France,2020-02-03,0.0,0.0,French Polynesia France,0.0,-16.03442485,-146.0490931059517,283007,0.0
9087,12960,St Martin,France,2020-02-03,0.0,0.0,St Martin France,0.0,18.085493,-63.05129209796061,32125,0.0
3312,4721,Northwest Territories,Canada,2020-02-03,0.0,0.0,Northwest Territories Canada,0.0,65.0000004,-118.0,44826,0.0
16362,23339,,Sri Lanka,2020-02-03,1.0,0.0,Sri Lanka,0.0,7.5554942,80.7137847,21413249,0.0
5487,7824,Liaoning,China,2020-02-03,74.0,0.0,Liaoning China,4.0,40.9975197,122.9955469,43900000,9.111617312072893e-08
17337,24730,,Turkey,2020-02-03,0.0,0.0,Turkey,0.0,38.9597594,34.9249653,84339067,0.0
14562,20771,,Paraguay,2020-02-03,0.0,0.0,Paraguay,0.0,-23.3165935,-58.1693445,7132538,0.0
21762,31043,Bermuda,United Kingdom,2020-02-03,0.0,0.0,Bermuda United Kingdom,0.0,52.5056354,-1.4789788,65441,0.0
10362,14779,,Iceland,2020-02-03,0.0,0.0,Iceland,0.0,64.9841821,-18.1059013,341243,0.0
12012,17133,,Liechtenstein,2020-02-03,0.0,0.0,Liechtenstein,0.0,47.1416307,9.5531527,38128,0.0
18686,26655,Kansas,US,2020-02-02,0.0,0.0,Kansas US,0.0,38.27312,-98.5821872,2912000,0.0
16511,23552,,Suriname,2020-02-02,0.0,0.0,Suriname,0.0,4.1413025,-56.0771187,586632,0.0
16736,23873,,Syria,2020-02-02,0.0,0.0,Syria,0.0,34.6401861,39.0494106,18270000,0.0
7211,10284,Faroe Islands,Denmark,2020-02-02,0.0,0.0,Faroe Islands Denmark,0.0,54.95007595,11.990187202288263,49290,0.0
12386,17667,,Malaysia,2020-02-02,8.0,0.0,Malaysia,0.0,4.5693754,102.2656823,32365999,0.0
12986,18523,,Monaco,2020-02-02,0.0,0.0,Monaco,0.0,43.7323492,7.4276832,39242,0.0
2036,2901,,Bolivia,2020-02-02,0.0,0.0,Bolivia,0.0,-17.0568696,-64.9912286,11673021,0.0
11186,15955,,Kazakhstan,2020-02-02,0.0,0.0,Kazakhstan,0.0,47.2286086,65.2093197,18776707,0.0
3836,5469,,Central African Republic,2020-02-02,0.0,0.0,Central African Republic,0.0,7.0323598,19.9981227,37742154,0.0
8261,11782,,Ethiopia,2020-02-02,0.0,0.0,Ethiopia,0.0,10.2116702,38.6521203,114963588,0.0
13586,19379,Curacao,Netherlands,2020-02-02,0.0,0.0,Curacao Netherlands,0.0,12.1845,-68.9640875031406,161014,0.0
1586,2259,,Barbados,2020-02-02,0.0,0.0,Barbados,0.0,13.1500331,-59.5250305,287375,0.0
17336,24729,,Turkey,2020-02-02,0.0,0.0,Turkey,0.0,38.9597594,34.9249653,84339067,0.0
14636,20877,,Peru,2020-02-02,0.0,0.0,Peru,0.0,-6.8699697,-75.0458515,32971854,0.0
15161,21626,,Rwanda,2020-02-02,0.0,0.0,Rwanda,0.0,-1.9646631,30.0644358,12952218,0.0
22661,32326,,Vietnam,2020-02-02,6.0,0.0,Vietnam,0.0,13.2904027,108.4265113,97338579,0.0
19286,27511,Mississippi,US,2020-02-02,0.0,0.0,Mississippi US,0.0,32.9715645,-89.7348497,2987000,0.0
11261,16062,,Kenya,2020-02-02,0.0,0.0,Kenya,0.0,1.4419683,38.4313975,53771296,0.0
12536,17881,,Mali,2020-02-02,0.0,0.0,Mali,0.0,16.3700359,-2.2900239,18540000,0.0
3986,5683,,Chile,2020-02-02,0.0,0.0,Chile,0.0,-31.7613365,-71.3187697,19116201,0.0
9011,12852,Saint Barthelemy,France,2020-02-02,0.0,0.0,Saint Barthelemy France,0.0,17.9036287,-62.811568843006896,9131,0.0
21836,31149,British Virgin Islands,United Kingdom,2020-02-02,0.0,0.0,British Virgin Islands United Kingdom,0.0,51.510384,-0.1570916,31196,0.0
1661,2366,,Belarus,2020-02-02,0.0,0.0,Belarus,0.0,53.4250605,27.6971358,9449323,0.0
17261,24622,,Tunisia,2020-02-02,0.0,0.0,Tunisia,0.0,33.8439408,9.400138,11818619,0.0
6836,9749,,Cote d'Ivoire,2020-02-02,0.0,0.0,Cote d'Ivoire,0.0,7.9897371,-5.5679458,26378274,0.0
536,761,,Armenia,2020-02-02,0.0,0.0,Armenia,0.0,40.7696272,44.6736646,2963243,0.0
22511,32112,,Uzbekistan,2020-02-02,0.0,0.0,Uzbekistan,0.0,41.32373,63.9528098,33469203,0.0
1511,2152,,Bangladesh,2020-02-02,0.0,0.0,Bangladesh,0.0,24.4768783,90.2932426,164689383,0.0
8186,11675,,Eswatini,2020-02-02,0.0,0.0,Eswatini,0.0,-26.5624806,31.3991317,1160164,0.0
9986,14243,,Guyana,2020-02-02,0.0,0.0,Guyana,0.0,4.8417097,-58.6416891,786552,0.0
8336,11889,,Fiji,2020-02-02,0.0,0.0,Fiji,0.0,-18.1239696,179.0122737,905502,0.0
7061,10070,,Cyprus,2020-02-02,0.0,0.0,Cyprus,0.0,34.9823018,33.1451285,1207359,0.0
7136,10177,,Czechia,2020-02-02,0.0,0.0,Czechia,0.0,49.8167003,15.4749544,10708981,0.0
13061,18630,,Mongolia,2020-02-02,0.0,0.0,Mongolia,0.0,46.8250388,103.8499736,3278290,0.0
15686,22375,,Serbia,2020-02-02,0.0,0.0,Serbia,0.0,44.024322850000004,21.07657433209902,8737371,0.0
22136,31577,Isle of Man,United Kingdom,2020-02-02,0.0,0.0,Isle of Man United Kingdom,0.0,54.2358167,-4.514598745698255,84287,0.0
14486,20663,,Papua New Guinea,2020-02-02,0.0,0.0,Papua New Guinea,0.0,-5.6816069,144.2489081,8251000,0.0
10436,14885,,India,2020-02-02,2.0,0.0,India,1.0,22.3511148,78.6677428,1380004385,7.246353786042499e-10
18911,26976,Maine,US,2020-02-02,0.0,0.0,Maine US,0.0,45.709097,-68.8590201,1338000,0.0
17111,24408,,Togo,2020-02-02,0.0,0.0,Togo,0.0,8.7800265,1.0199765,8278724,0.0
2636,3757,,Burundi,2020-02-02,0.0,0.0,Burundi,0.0,-3.3634357,29.8870575,10860000,0.0
13811,19700,,New Zealand,2020-02-02,0.0,0.0,New Zealand,0.0,-41.5000831,172.8344077,4822233,0.0
11711,16704,,Latvia,2020-02-02,0.0,0.0,Latvia,0.0,56.8406494,24.7537645,1886198,0.0
1061,1510,Victoria,Australia,2020-02-02,4.0,0.0,Victoria Australia,0.0,-36.5986096,144.6780052,6359000,0.0
2486,3543,,Burkina Faso,2020-02-02,0.0,0.0,Burkina Faso,0.0,12.0753083,-1.6880314,20903273,0.0
9836,14029,,Guinea,2020-02-02,0.0,0.0,Guinea,0.0,10.7226226,-10.7083587,13132795,0.0
6311,9000,Xinjiang,China,2020-02-02,21.0,0.0,Xinjiang China,3.0,41.7574769,87.16738423046897,21810000,1.375515818431912e-07
18161,25906,Georgia,US,2020-02-02,0.0,0.0,Georgia US,0.0,32.3293809,-83.1137366,10520000,0.0
13436,19165,,Nepal,2020-02-02,1.0,0.0,Nepal,0.0,28.1083929,84.0917139,29136808,0.0
3236,4613,Newfoundland and Labrador,Canada,2020-02-02,0.0,0.0,Newfoundland and Labrador Canada,0.0,53.8217327,-61.2295532,521542,0.0
2411,3436,,Bulgaria,2020-02-02,0.0,0.0,Bulgaria,0.0,42.6073975,25.4856617,6948445,0.0
14936,21305,,Qatar,2020-02-02,0.0,0.0,Qatar,0.0,25.3336984,51.2295295,2881053,0.0
8636,12317,Guadeloupe,France,2020-02-02,0.0,0.0,Guadeloupe France,0.0,16.2490067,-61.5650444,395700,0.0
13211,18844,,Morocco,2020-02-02,0.0,0.0,Morocco,0.0,31.1728205,-7.3362482,36910560,0.0
11636,16597,,Laos,2020-02-02,0.0,0.0,Laos,0.0,20.0171109,103.378253,6858000,0.0
8111,11568,,Estonia,2020-02-02,0.0,0.0,Estonia,0.0,58.7523778,25.3319078,1326535,0.0
3086,4399,Manitoba,Canada,2020-02-02,0.0,0.0,Manitoba Canada,0.0,55.001251,-97.001038,1369000,0.0
16886,24087,,Tanzania,2020-02-02,0.0,0.0,Tanzania,0.0,-6.5247123,35.7878438,59734218,0.0
15986,22803,,Slovakia,2020-02-02,0.0,0.0,Slovakia,0.0,48.7411522,19.4528646,5459642,0.0
10811,15420,,Israel,2020-02-02,0.0,0.0,Israel,0.0,31.5313113,34.8667654,8655535,0.0
12086,17239,,Lithuania,2020-02-02,0.0,0.0,Lithuania,0.0,55.3500003,23.7499997,2722289,0.0
18086,25799,Florida,US,2020-02-02,0.0,0.0,Florida US,0.0,27.7567667,-81.4639835,21300000,0.0
19811,28260,New Mexico,US,2020-02-02,0.0,0.0,New Mexico US,0.0,34.5708167,-105.993007,2095000,0.0
2561,3650,,Burma,2020-02-02,0.0,0.0,Burma,0.0,17.1750495,95.9999652,53370000,0.0
20186,28795,Oklahoma,US,2020-02-02,0.0,0.0,Oklahoma US,0.0,34.9550817,-97.2684063,3943000,0.0
8711,12424,Martinique,France,2020-02-02,0.0,0.0,Martinique France,0.0,14.6113732,-60.9620777,375554,0.0
10511,14992,,Indonesia,2020-02-02,0.0,0.0,Indonesia,0.0,-2.4833826,117.8902853,273523615,0.0
1136,1617,Western Australia,Australia,2020-02-02,0.0,0.0,Western Australia Australia,0.0,-25.2303005,121.0187246,2589000,0.0
22436,32005,,Uruguay,2020-02-02,0.0,0.0,Uruguay,0.0,-32.8755548,-56.0201525,3473730,0.0
7586,10819,,Dominica,2020-02-02,0.0,0.0,Dominica,0.0,19.0974031,-70.3028026,73925,0.0
12161,17346,,Luxembourg,2020-02-02,0.0,0.0,Luxembourg,0.0,49.8158683,6.1296751,625978,0.0
4286,6111,Fujian,China,2020-02-02,159.0,0.0,Fujian China,15.0,26.5450001,117.842778,38560000,3.890041493775934e-07
6161,8786,Tianjin,China,2020-02-02,48.0,0.0,Tianjin China,7.0,39.1235635,117.1980785,15000000,4.6666666666666666e-07
22736,32433,,West Bank and Gaza,2020-02-02,0.0,0.0,West Bank and Gaza,0.0,31.4331663,34.3779285,4685000,0.0
15011,21412,,Romania,2020-02-02,0.0,0.0,Romania,0.0,45.9852129,24.6859225,19237691,0.0
18536,26441,Indiana,US,2020-02-02,0.0,0.0,Indiana US,0.0,40.3270127,-86.1746933,6692000,0.0
18461,26334,Illinois,US,2020-02-02,0.0,0.0,Illinois US,0.0,40.0796606,-89.4337288,12740000,0.0
311,440,,Angola,2020-02-02,0.0,0.0,Angola,0.0,-11.8775768,17.5691241,32866272,0.0
21011,29972,Virgin Islands,US,2020-02-02,0.0,0.0,Virgin Islands US,0.0,17.789187,-64.7080574,107268,0.0
761,1082,Northern Territory,Australia,2020-02-02,0.0,0.0,Northern Territory Australia,0.0,-19.8516101,133.2303375,244300,0.0
1811,2580,,Belize,2020-02-02,0.0,0.0,Belize,0.0,16.8259793,-88.7600927,374681,0.0
14711,20984,,Philippines,2020-02-02,2.0,1.0,Philippines,1.0,12.7503486,122.7312101,109581078,9.125663100339275e-09
15461,22054,,San Marino,2020-02-02,0.0,0.0,San Marino,0.0,43.9458623,12.458306,33931,0.0
16436,23445,,Sudan,2020-02-02,0.0,0.0,Sudan,0.0,14.5844444,29.4917691,43849260,0.0
9386,13387,,Georgia,2020-02-02,0.0,0.0,Georgia,0.0,32.3293809,-83.1137366,3989167,0.0
6761,9642,,Costa Rica,2020-02-02,0.0,0.0,Costa Rica,0.0,10.2735633,-84.0739102,5094118,0.0
8036,11461,,Eritrea,2020-02-02,0.0,0.0,Eritrea,0.0,15.9500319,37.9999668,4475000,0.0
9311,13280,,Gambia,2020-02-02,0.0,0.0,Gambia,0.0,13.470062,-15.4900464,2416668,0.0
13736,19593,,Netherlands,2020-02-02,0.0,0.0,Netherlands,0.0,52.5001698,5.7480821,17134872,0.0
22286,31791,Turks and Caicos Islands,United Kingdom,2020-02-02,0.0,0.0,Turks and Caicos Islands United Kingdom,0.0,51.5199932,-0.1590354,35446,0.0
6986,9963,,Cuba,2020-02-02,0.0,0.0,Cuba,0.0,23.0131338,-80.8328748,11326616,0.0
11336,16169,,"Korea, South",2020-02-02,15.0,0.0,"Korea, South",3.0,35.7724185,127.79654346305617,51269185,5.851468089457634e-08
10211,14564,,Honduras,2020-02-02,0.0,0.0,Honduras,0.0,15.2572432,-86.0755145,9904607,0.0
10061,14350,,Haiti,2020-02-02,0.0,0.0,Haiti,0.0,19.1399952,-72.3570972,10980000,0.0
10286,14671,,Hungary,2020-02-02,0.0,0.0,Hungary,0.0,47.1817585,19.5060937,9660351,0.0
13661,19486,Sint Maarten,Netherlands,2020-02-02,0.0,0.0,Sint Maarten Netherlands,0.0,18.0423736,-63.0549948,41109,0.0
15386,21947,,Saint Vincent and the Grenadines,2020-02-02,0.0,0.0,Saint Vincent and the Grenadines,0.0,12.90447,-61.2765569,115000,0.0
1736,2473,,Belgium,2020-02-02,0.0,0.0,Belgium,0.0,50.6402809,4.6667145,11589623,0.0
3686,5255,Saskatchewan,Canada,2020-02-02,0.0,0.0,Saskatchewan Canada,0.0,55.5321257,-106.1412243,1174000,0.0
4211,6004,Chongqing,China,2020-02-02,300.0,2.0,Chongqing China,53.0,29.5585712,106.5492822,30480000,1.7388451443569554e-06
19586,27939,Nevada,US,2020-02-02,0.0,0.0,Nevada US,0.0,39.5158825,-116.8537227,3034000,0.0
3911,5576,,Chad,2020-02-02,0.0,0.0,Chad,0.0,15.6134137,19.0156172,14900000,0.0
14861,21198,,Portugal,2020-02-02,0.0,0.0,Portugal,0.0,40.0332629,-7.8896263,10196709,0.0
16586,23659,,Sweden,2020-02-02,1.0,0.0,Sweden,0.0,59.6749712,14.5208584,10099265,0.0
22811,32540,,Zambia,2020-02-02,0.0,0.0,Zambia,0.0,-14.5186239,27.5599164,18383955,0.0
6611,9428,,Congo (Brazzaville),2020-02-02,0.0,0.0,Congo (Brazzaville),0.0,-0.7264327,15.6419155,5518087,0.0
4811,6860,Heilongjiang,China,2020-02-02,95.0,2.0,Heilongjiang China,15.0,48.0000047,127.999992,38310000,3.9154267815191853e-07
4886,6967,Henan,China,2020-02-02,493.0,2.0,Henan China,71.0,34.0000001,113.9999999,94000000,7.553191489361702e-07
8411,11996,,Finland,2020-02-02,1.0,0.0,Finland,0.0,63.2467777,25.9209164,5540720,0.0
86,119,,Albania,2020-02-02,0.0,0.0,Albania,0.0,41.000028,19.9999619,2877797,0.0
1886,2687,,Benin,2020-02-02,0.0,0.0,Benin,0.0,9.5293472,2.2584408,12123200,0.0
3611,5148,Quebec,Canada,2020-02-02,0.0,0.0,Quebec Canada,0.0,52.4760892,-71.8258668,8485000,0.0
1436,2045,,Bahrain,2020-02-02,0.0,0.0,Bahrain,0.0,26.1551249,50.5344606,1701575,0.0
5336,7609,Jiangxi,China,2020-02-02,333.0,0.0,Jiangxi China,47.0,28.0,116.0,45200000,1.0398230088495575e-06
12611,17988,,Malta,2020-02-02,0.0,0.0,Malta,0.0,35.8885993,14.4476911,441543,0.0
20786,29651,Texas,US,2020-02-02,0.0,0.0,Texas US,0.0,31.8160381,-99.5120986,28700000,0.0
11411,16276,,Kosovo,2020-02-02,0.0,0.0,Kosovo,0.0,42.5869578,20.9021231,1810463,0.0
6911,9856,,Croatia,2020-02-02,0.0,0.0,Croatia,0.0,45.5643442,17.0118954,4105267,0.0
10136,14457,,Holy See,2020-02-02,0.0,0.0,Holy See,0.0,38.9247244,-77.06572732690151,801,0.0
18611,26548,Iowa,US,2020-02-02,0.0,0.0,Iowa US,0.0,41.9216734,-93.3122705,3156000,0.0
21386,30507,Wyoming,US,2020-02-02,0.0,0.0,Wyoming US,0.0,43.1700264,-107.5685348,577737,0.0
17411,24836,Alabama,US,2020-02-02,0.0,0.0,Alabama US,0.0,33.2588817,-86.8295337,4888000,0.0
9461,13494,,Germany,2020-02-02,10.0,0.0,Germany,2.0,51.0834196,10.4234469,83783942,2.3870922664393136e-08
5111,7288,Hunan,China,2020-02-02,463.0,0.0,Hunan China,74.0,39.144002,-76.8977145,67370000,1.0984117559744694e-06
14036,20021,,Nigeria,2020-02-02,0.0,0.0,Nigeria,0.0,9.6000359,7.9999721,206139589,0.0
18386,26227,Idaho,US,2020-02-02,0.0,0.0,Idaho US,0.0,43.6447642,-114.0154071,1754000,0.0
21161,30186,Washington,US,2020-02-02,0.0,0.0,Washington US,0.0,38.8948932,-77.0365529,7536000,0.0
1961,2794,,Bhutan,2020-02-02,0.0,0.0,Bhutan,0.0,27.549511,90.5119273,771608,0.0
16661,23766,,Switzerland,2020-02-02,0.0,0.0,Switzerland,0.0,46.7985624,8.2319736,8654622,0.0
3536,5041,Prince Edward Island,Canada,2020-02-02,0.0,0.0,Prince Edward Island Canada,0.0,46.503545349999996,-63.595517139914485,156947,0.0
12911,18416,,Moldova,2020-02-02,0.0,0.0,Moldova,0.0,47.2879608,28.5670941,4033963,0.0
4961,7074,Hong Kong,China,2020-02-02,15.0,0.0,Hong Kong China,2.0,22.2793278,114.1628131,7392000,2.7056277056277054e-07
15611,22268,,Senegal,2020-02-02,0.0,0.0,Senegal,0.0,14.4750607,-14.4529612,16743927,0.0
9236,13173,,Gabon,2020-02-02,0.0,0.0,Gabon,0.0,-0.8999695,11.6899699,2225734,0.0
16136,23017,,Somalia,2020-02-02,0.0,0.0,Somalia,0.0,8.3676771,49.083416,15893222,0.0
5186,7395,Inner Mongolia,China,2020-02-02,27.0,0.0,Inner Mongolia China,4.0,43.2443242,114.3251664,24710000,1.6187778227438284e-07
19886,28367,New York,US,2020-02-02,0.0,0.0,New York US,0.0,40.7127281,-74.0060152,8623000,0.0
17486,24943,Alaska,US,2020-02-02,0.0,0.0,Alaska US,0.0,64.4459613,-149.680909,737438,0.0
20861,29758,Utah,US,2020-02-02,0.0,0.0,Utah US,0.0,39.4225192,-111.7143584,3161000,0.0
11111,15848,,Jordan,2020-02-02,0.0,0.0,Jordan,0.0,31.1667049,36.941628,10203134,0.0
11486,16383,,Kuwait,2020-02-02,0.0,0.0,Kuwait,0.0,29.2733964,47.4979476,4270571,0.0
5036,7181,Hubei,China,2020-02-02,11177.0,350.0,Hubei China,4024.0,31.15172525,112.87832224656043,58500000,6.878632478632479e-05
15536,22161,,Saudi Arabia,2020-02-02,0.0,0.0,Saudi Arabia,0.0,25.6242618,42.3528328,34813871,0.0
6686,9535,,Congo (Kinshasa),2020-02-02,0.0,0.0,Congo (Kinshasa),0.0,-2.9814344,23.8222636,89561403,0.0
20636,29437,South Dakota,US,2020-02-02,0.0,0.0,South Dakota US,0.0,44.6471761,-100.348761,882235,0.0
14186,20235,,Norway,2020-02-02,0.0,0.0,Norway,0.0,64.5731537,11.52803643954819,5421241,0.0
5261,7502,Jiangsu,China,2020-02-02,236.0,0.0,Jiangsu China,34.0,33.0000001,119.9999999,80400000,4.228855721393035e-07
19736,28153,New Jersey,US,2020-02-02,0.0,0.0,New Jersey US,0.0,40.0757384,-74.4041622,8909000,0.0
14111,20128,,North Macedonia,2020-02-02,0.0,0.0,North Macedonia,0.0,41.6171214,21.7168387,2083374,0.0
19136,27297,Michigan,US,2020-02-02,0.0,0.0,Michigan US,0.0,43.6211955,-84.6824346,9996000,0.0
3761,5362,Yukon,Canada,2020-02-02,0.0,0.0,Yukon Canada,0.0,63.000147,-136.002502,40854,0.0
20111,28688,Ohio,US,2020-02-02,0.0,0.0,Ohio US,0.0,40.2253569,-82.6881395,11690000,0.0
5561,7930,Macau,China,2020-02-02,8.0,0.0,Macau China,1.0,22.1757605,113.5514142,622567,1.606252820981517e-06
14786,21091,,Poland,2020-02-02,0.0,0.0,Poland,0.0,52.215933,19.134422,37846611,0.0
3161,4506,New Brunswick,Canada,2020-02-02,0.0,0.0,New Brunswick Canada,0.0,46.500283,-66.750183,776827,0.0
5411,7716,Jilin,China,2020-02-02,23.0,0.0,Jilin China,6.0,42.9995032,125.9816054,27460000,2.1849963583394028e-07
20561,29330,South Carolina,US,2020-02-02,0.0,0.0,South Carolina US,0.0,33.6874388,-80.4363743,5084000,0.0
12011,17132,,Liechtenstein,2020-02-02,0.0,0.0,Liechtenstein,0.0,47.1416307,9.5531527,38128,0.0
2186,3115,,Botswana,2020-02-02,0.0,0.0,Botswana,0.0,-23.1681782,24.5928742,2292000,0.0
2261,3222,,Brazil,2020-02-02,0.0,0.0,Brazil,0.0,-10.3333333,-53.2,212559417,0.0
7961,11354,,Equatorial Guinea,2020-02-02,0.0,0.0,Equatorial Guinea,0.0,1.613172,10.5170357,1402985,0.0
13961,19914,,Niger,2020-02-02,0.0,0.0,Niger,0.0,17.7356214,9.3238432,21480000,0.0
386,547,,Antigua and Barbuda,2020-02-02,0.0,0.0,Antigua and Barbuda,0.0,17.2234721,-61.9554608,97929,0.0
18311,26120,Hawaii,US,2020-02-02,0.0,0.0,Hawaii US,0.0,21.2160437,-157.975203,1420000,0.0
20036,28581,North Dakota,US,2020-02-02,0.0,0.0,North Dakota US,0.0,47.6201461,-100.540737,760077,0.0
1361,1938,,Bahamas,2020-02-02,0.0,0.0,Bahamas,0.0,24.7736546,-78.0000547,385340,0.0
22211,31684,Montserrat,United Kingdom,2020-02-02,0.0,0.0,Montserrat United Kingdom,0.0,51.7283857,-2.2085499,5900,0.0
8561,12210,French Polynesia,France,2020-02-02,0.0,0.0,French Polynesia France,0.0,-16.03442485,-146.0490931059517,283007,0.0
17561,25050,Arizona,US,2020-02-02,0.0,0.0,Arizona US,0.0,34.395342,-111.7632755,7172000,0.0
5486,7823,Liaoning,China,2020-02-02,70.0,0.0,Liaoning China,6.0,40.9975197,122.9955469,43900000,1.366742596810934e-07
4136,5897,Beijing,China,2020-02-02,191.0,1.0,Beijing China,23.0,39.906217,116.3912757,21540000,1.0677808727948003e-06
10361,14778,,Iceland,2020-02-02,0.0,0.0,Iceland,0.0,64.9841821,-18.1059013,341243,0.0
21761,31042,Bermuda,United Kingdom,2020-02-02,0.0,0.0,Bermuda United Kingdom,0.0,52.5056354,-1.4789788,65441,0.0
10961,15634,,Jamaica,2020-02-02,0.0,0.0,Jamaica,0.0,18.1152958,-77.1598454610168,2961167,0.0
6386,9107,Yunnan,China,2020-02-02,105.0,0.0,Yunnan China,12.0,25.0,102.0,45970000,2.6103980857080704e-07
19511,27832,Nebraska,US,2020-02-02,0.0,0.0,Nebraska US,0.0,41.7370229,-99.5873816,1929000,0.0
9086,12959,St Martin,France,2020-02-02,0.0,0.0,St Martin France,0.0,18.085493,-63.05129209796061,32125,0.0
1286,1831,,Azerbaijan,2020-02-02,0.0,0.0,Azerbaijan,0.0,40.3936294,47.7872508,10139177,0.0
12836,18309,,Mexico,2020-02-02,0.0,0.0,Mexico,0.0,19.4326296,-99.1331785,128932753,0.0
9911,14136,,Guinea-Bissau,2020-02-02,0.0,0.0,Guinea-Bissau,0.0,12.100035,-14.9000214,1861000,0.0
15761,22482,,Seychelles,2020-02-02,0.0,0.0,Seychelles,0.0,-4.6574977,55.4540146,98347,0.0
3311,4720,Northwest Territories,Canada,2020-02-02,0.0,0.0,Northwest Territories Canada,0.0,65.0000004,-118.0,44826,0.0
9161,13066,,France,2020-02-02,6.0,0.0,France,0.0,46.603354,1.8883335,65273511,0.0
4661,6646,Hainan,China,2020-02-02,64.0,1.0,Hainan China,2.0,19.2000001,109.5999999,9258000,2.160293799956794e-07
22361,31898,,United Kingdom,2020-02-02,2.0,0.0,United Kingdom,0.0,54.7023545,-3.2765753,67886011,0.0
18836,26869,Louisiana,US,2020-02-02,0.0,0.0,Louisiana US,0.0,30.8703881,-92.007126,4660000,0.0
15311,21840,,Saint Lucia,2020-02-02,0.0,0.0,Saint Lucia,0.0,13.8250489,-60.975036,183627,0.0
18236,26013,Guam,US,2020-02-02,0.0,0.0,Guam US,0.0,13.450125700000001,144.75755102972062,164229,0.0
11936,17025,,Libya,2020-02-02,0.0,0.0,Libya,0.0,26.8234472,18.1236723,6375000,0.0
22061,31470,Gibraltar,United Kingdom,2020-02-02,0.0,0.0,Gibraltar United Kingdom,0.0,52.1411551,1.2009453,34571,0.0
16361,23338,,Sri Lanka,2020-02-02,1.0,0.0,Sri Lanka,0.0,7.5554942,80.7137847,21413249,0.0
15236,21733,,Saint Kitts and Nevis,2020-02-02,0.0,0.0,Saint Kitts and Nevis,0.0,17.250512,-62.6725973,55345,0.0
18761,26762,Kentucky,US,2020-02-02,0.0,0.0,Kentucky US,0.0,37.5726028,-85.1551411,4468000,0.0
161,226,,Algeria,2020-02-02,0.0,0.0,Algeria,0.0,28.0000272,2.9999825,43851044,0.0
15836,22589,,Sierra Leone,2020-02-02,0.0,0.0,Sierra Leone,0.0,8.6400349,-11.8400269,7557000,0.0
21611,30828,,United Arab Emirates,2020-02-02,5.0,0.0,United Arab Emirates,1.0,24.0002488,53.9994829,9890402,1.0110812482647318e-07
6536,9321,,Colombia,2020-02-02,0.0,0.0,Colombia,0.0,2.8894434,-73.783892,50882891,0.0
19436,27725,Montana,US,2020-02-02,0.0,0.0,Montana US,0.0,47.3752671,-109.6387579,1062000,0.0
461,654,,Argentina,2020-02-02,0.0,0.0,Argentina,0.0,-34.9964963,-64.9672817,45195774,0.0
